time,humidity_percent,precipitation_mm,dewpoint_c,pressure_hpa,cloud_cover_pct,wind_speed_kmh,wind_direction_deg,soil_temp_shallow_c,soil_moisture_shallow_pct,soil_moisture_deep_pct,solar_radiation_wm2,evapotranspiration_mm,vpd_kpa,hour,month,hour_sin,hour_cos,month_sin,month_cos,temp_roll_avg_24h,humidity_roll_avg_24h,solar_roll_avg_24h,soil_moist_roll_avg_24h,temp_volatility_24h,vpd_volatility_24h,temp_lag_1h,precip_lag_1h,evapo_lag_1h
2023-01-01 00:00:00,0.06818181818181818,0.0,-0.3008848915216674,1.2127654048438412,0.2951653944020356,-1.215189743148967,-1.1666666666666667,-0.4588528360414826,0.013824878701026616,0.12307671851659623,-0.024193548387096774,,-0.18061673638660028,-1.0,-0.8,-4.329780281177467e-17,0.7071067811865476,0.0,0.9999999999999997,-0.8490896419080397,0.14494264859228356,-4.9795150501672225,0.011976046053522987,-2.629242830314478,-1.6755204046141383,-0.5714285714285714,0.0,
2023-01-01 01:00:00,0.06818181818181818,0.0,-0.38938045778050473,1.1063827024219206,0.549618320610687,-0.4556960970941787,-0.9888888888888889,-0.548628345422402,0.013824878701026616,0.12307671851659623,-0.024193548387096774,,-0.21585904818781126,-0.9130434782608695,-0.8,0.18301270189221927,0.6830127018922195,0.0,0.9999999999999997,-0.9688202418921396,0.14494264859228356,-4.9795150501672225,0.011976046053522987,-2.135711417218079,-1.5796042901875016,-0.5714285714285714,0.0,
2023-01-01 02:00:00,0.18181818181818182,0.0,-0.36283177102366376,1.0,0.5292620865139949,-0.6708859307818402,-1.0722222222222222,-0.6284289461848086,0.013824878701026616,0.12307671851659623,-0.024193548387096774,,-0.30396474891817565,-0.8260869565217391,-0.8,0.35355339059327373,0.6123724356957947,0.0,0.9999999999999997,-1.0965327600789148,0.18665276329509894,-4.9795150501672225,0.011976046053522987,-1.8961096968442452,-1.4309815032300766,-0.7142857142857143,0.0,
2023-01-01 03:00:00,0.20454545454545456,0.0,-0.34513267465108605,1.0,0.5292620865139949,-1.3797466872193527,0.35555555555555557,-0.7182044555657281,0.013824878701026616,0.12307671851659623,-0.024193548387096774,,-0.3303964958978611,-0.7391304347826086,-0.8,0.5,0.5000000000000001,0.0,0.9999999999999997,-1.1723621248443115,0.21376433785192903,-4.9795150501672225,0.011976046053522987,-1.8851174415049448,-1.4022928798896832,-0.8714283534458706,0.0,
2023-01-01 04:00:00,0.3409090909090909,0.0,-0.3008848915216674,1.0,0.5190839694656488,-1.227847958008395,0.044444444444444446,-0.7880297671912493,0.013824878701026616,0.12307671851659623,-0.024193548387096774,,-0.4229075052965426,-0.6521739130434783,-0.8,0.6123724356957945,0.35355339059327395,0.0,0.9999999999999997,-1.2705412259659932,0.26006256517205417,-4.9795150501672225,0.011976046053522987,-1.7210915958014064,-1.3055901701234625,-0.8999998910086495,0.0,
2023-01-01 05:00:00,0.20454545454545456,0.0,-0.36283177102366376,1.2127654048438412,0.2544529262086514,-1.5569618612389484,-0.39444444444444443,-0.73815446306194,-0.004608304345166658,0.10769230063850332,-0.024193548387096774,,-0.33480177830862384,-0.5652173913043478,-0.8,0.6830127018922193,0.18301270189221935,0.0,0.9999999999999997,-1.3000747952764178,0.2659019812304484,-4.9795150501672225,0.008885452502235443,-1.7900460510975227,-1.3374814810838929,-1.0571428026471819,0.0,
2023-01-01 06:00:00,0.36363636363636365,0.0,-0.35398226503534924,1.3404194532822544,-0.183206106870229,-0.8860758248286313,0.25555555555555554,-0.8079799649466475,-0.004608304345166658,0.10769230063850332,-0.024193548387096774,,-0.44052866119714806,-0.4782608695652174,-0.8,0.7071067811865475,8.659560562354932e-17,0.0,0.9999999999999997,-1.3759041382924813,0.2950990615224191,-4.9795150501672225,0.006677885679887189,-1.6654869056107793,-1.303818029816836,-0.9285714285714286,0.0,
2023-01-01 07:00:00,0.29545454545454547,0.0,-0.40707955415308245,1.5106421660931109,0.1628498727735369,-0.7974682604535072,0.37777777777777777,-0.8478801701982577,-0.004608304345166658,0.10769230063850332,0.0,,-0.40528637565349146,-0.391304347826087,-0.8,0.6830127018922193,-0.18301270189221922,0.0,0.9999999999999997,-1.4267896498105237,0.3076120959332637,-4.949414715719063,0.005022210563126014,-1.6432824608493384,-1.3116630258670159,-1.1571426391601562,0.0,
2023-01-01 08:00:00,0.13636363636363635,0.0,-0.40707955415308245,1.680851892734238,-0.3969465648854962,-1.227847958008395,0.5444444444444444,-0.7581046608173383,-0.004608304345166658,0.10769230063850332,0.2782258064516129,,-0.28634361927512453,-0.30434782608695654,-0.8,0.6123724356957946,-0.3535533905932736,0.0,0.9999999999999997,-1.4184749994374062,0.29787973583594024,-4.618311036789296,0.003734463250089548,-1.7041001228936161,-1.330730828811673,-1.1285713740757533,0.0,
2023-01-01 09:00:00,-0.06818181818181818,0.0,-0.41592914453734564,1.8936172975780794,-0.44783715012722647,-1.5949365435416878,0.25555555555555554,-0.5087281401707918,-0.004608304345166658,0.10769230063850332,0.6875,,-0.07929513590883881,-0.21739130434782608,-0.8,0.5,-0.49999999999999994,0.0,0.9999999999999997,-1.3471687825516572,0.2675703858185609,-3.9460702341137113,0.002704265399660356,-1.5371115231509962,-1.234204419776295,-0.8714283534458706,0.0,
